"identifier	Origin	DiffAvg	definition",,,,,,,,,,
"MOD:01833	M	5.02	""A protein modification that effectively converts an L-methionine residue containing common isotopes to 5x(13)C-labeled L-methionine.""",,,,,,,,,,
"MOD:01811	M	6.01	""A protein modification that effectively converts an L-methionine residue to 5x(13)C","1x(15)N labeled L-methionine.""",,,,,,,,,
"MOD:01812	M	6.01	""A protein modification that effectively converts an L-methionine residue to 5x(13)C","1x(15)N labeled L-methionine sulfoxide.""",,,,,,,,,
"MOD:00073	M	14.03	""A protein modification that effectively converts an L-methionine residue to N-methyl-L-methionine.""",,,,,,,,,,
"MOD:01974	M	15.03	""A protein modification that effectively converts an L-methionine residue to S-methyl-L-methionine.""",,,,,,,,,,
"MOD:00719	M	16.00	""A protein modification that oxygenates an L-methionine residue to one of the diastereomeric L-methionine sulfoxide residues.""",,,,,,,,,,
"MOD:00720	M	16.00	""A protein modification that effectively oxygenates an L-methionine residue to L-methionine sulfoxide R-diastereomer.""",,,,,,,,,,
"MOD:00721	M	16.00	""A protein modification that effectively oxygenates an L-methionine residue to L-methionine sulfoxide S-diastereomer.""",,,,,,,,,,
"MOD:01796	M	20.02	""A protein modification that effectively converts an L-methionine residue containing common isotopes to 1x(13)C","3x(2)H C(6)-labeled L-methionine sulfoxide.""",,,,,,,,,
"MOD:01834	M	21.01	""A protein modification that effectively converts an L-methionine residue containing common isotopes to 5x(13)C-labeled L-methionine sulfoxide.""",,,,,,,,,,
"MOD:00482	M	28.01	""A protein modification that effectively converts an L-methionine residue to N-formyl-L-methionine (not known as a natural"," post-translational modification process).""",,,,,,,,,
"MOD:00256	M	32.00	""A protein modification that dioxygenates an L-methionine residue to L-methionine sulfone.""",,,,,,,,,,
"MOD:01835	M	37.01	""A protein modification that effectively converts an L-methionine residue containing common isotopes to 5x(13)C-labeled L-methionine sulfone.""",,,,,,,,,,
"MOD:00058	M	42.04	""A protein modification that effectively converts an L-methionine to N-acetyl-L-methionine.""",,,,,,,,,,
"MOD:01382	M	43.09	""A protein modification that effectively converts an L-methionine residue to N",N,"N-trimethyl-L-methionine.""",,,,,,,,
"MOD:00368	M	44.01	""A protein modification that effectively converts an L-methionine residue to N-carboxy-L-methionine.""",,,,,,,,,,
"MOD:01447	M	46.03	""A protein modification that effectively converts an L-methionine residue to N-(dihydroxymethyl)-L-methionine (not known as a natural"," post-translational modification process).""",,,,,,,,,
"MOD:00530	M	46.91	""A protein modification that effectively converts an L-methionine residue to L-selenomethionine.""",,,,,,,,,,
"MOD:01937	M	238.41	""A protein modification that effectively converts an L-methionine residue to N-palmitoyl-L-methionine.""",,,,,,,,,,
"MOD:01633	N	-114.10	""A protein modification that effectively removes or replaces an L-asparagine.""",,,,,,,,,,
"MOD:00307	N	-18.02	""A protein modification that effectively cyclizes an L-asparagine residue to form a carboxyl-terminal L-aspartimide.""",,,,,,,,,,
"MOD:00092	N	-0.98	""A protein modification that effectively converts an L-asparagine residue to L-asparagine amide.""",,,,,,,,,,
"MOD:00565	N	0.98	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:00684	N	0.98	""A protein modification that effectively converts an L-asparagine residue to L-aspartic acid.""",,,,,,,,,,
"MOD:01930	N	0.98	""A protein modification that effectively converts an L-asparagine residue to D-aspartic acid.""",,,,,,,,,,
"MOD:00531	N	2.99	""A protein modification that effectively converts an L-asparagine residue to L-aspartic acid with one (18)O as the result of having been deglycosylated in (18)O water.""",,,,,,,,,,
"MOD:01293	N	2.99	""A protein modification that effectively converts an L-asparagine residue to L-aspartic acid with one (18)O.""",,,,,,,,,,
"MOD:00079	N	14.03	""A protein modification that effectively converts an L-asparagine residue to N4-methyl-L-asparagine.""",,,,,,,,,,
"MOD:01337	N	15.01	""A protein modification that effectively converts an L-asparagine residue to L-aspartate 4-methyl ester.""",,,,,,,,,,
"MOD:00035	N	16.00	""A protein modification that effectively converts an L-asparagine residue to (2S","3R)-3-hydroxyasparagine.""",,,,,,,,,
"MOD:01401	N	16.00	""A protein modification that effectively converts an L-asparagine residue to a (2S","3S)-3-hydroxyasparagine.""",,,,,,,,,
"MOD:01688	N	16.00	""A protein modification that effectively converts an L-asparagine residue to one of the diastereomeric 3-hydroxy-L-asparagine residues.""",,,,,,,,,,
"MOD:00316	N	28.05	""A protein modification that effectively converts an L-asparagine residue to N4","N4-dimethyl-L-asparagine.""",,,,,,,,,
"MOD:00241	N	30.03	""A protein modification that effectively converts an L-asparagine residue to N4-hydroxymethyl-L-asparagine.""",,,,,,,,,,
"MOD:00780	N	42.04	""A protein modification that effectively converts an L-asparagine residue to N-acetyl-L-asparagine.""",,,,,,,,,,
"MOD:00325	N	46.09	""A protein modification that effectively converts an L-asparagine residue to L-beta-methylthioasparagine.""",,,,,,,,,,
"MOD:00167	N	123.05	""A protein modification that effectively converts an L-asparagine residue to N-asparaginyl-glycosylphosphatidylinositolethanolamine.""",,,,,,,,,,
"MOD:01173	N	123.05	""A protein modification that effectively converts an L-asparagine residue to N-asparaginyl-glycosylsphingolipidinositolethanolamine.""",,,,,,,,,,
"MOD:01303	N	161.16	""A protein modification that effectively converts an L-asparagine residue to an N4-hexosaminyl-L-asparagine.""",,,,,,,,,,
"MOD:00833	N	162.14	""A protein modification that effectively converts an L-asparagine residue to N4-glucosyl-asparagine.""",,,,,,,,,,
"MOD:01346	N	162.14	""A protein modification that effectively converts an L-asparagine residue to an N4-hexosyl-L-asparagine.""",,,,,,,,,,
"MOD:01202	N	192.17	""A protein modification that effectively converts an L-asparagine residue to N-heptosyl-L-asparagine.""",,,,,,,,,,
"MOD:00831	N	203.19	""A protein modification that effectively converts an L-asparagine residue to N4-(N-acetylaminoglucosyl)-L-asparagine.""",,,,,,,,,,
"MOD:00832	N	203.19	""A protein modification that effectively converts an L-asparagine residue to N4-(N-acetaminogalactosyl)-L-asparagine.""",,,,,,,,,,
"MOD:01674	N	203.19	""A protein modification that effectively converts an L-asparagine residue to N4-(N-acetaminohexosyl)-L-asparagine.""",,,,,,,,,,
"MOD:01962	N	228.25	""A protein modification that effectively converts an L-asparagine residue to N4-(2",4-diacetamido-2,4,"6-trideoxy-D-glucosyl)-L-asparagine.""",,,,,,,
"MOD:00510	N	349.34	""modification from UniMod N-linked glycosylation"," dHex HexNAc""",,,,,,,,,
"MOD:00333	N	386.30	""A protein modification that effectively converts an L-asparagine residue to (3-aminopropyl)(L-aspartyl-1-amino)phosphoryl-5&apos;-adenosine.""",,,,,,,,,,
"MOD:00511	N	406.39	""modification from UniMod N-linked glycosylation"," HexNAc(2)""",,,,,,,,,
"MOD:00512	N	486.42	""modification from UniMod N-linked glycosylation"," Hex3""",,,,,,,,,
"MOD:00513	N	495.48	""modification from UniMod N-linked glycosylation"," dHex(2) HexNAc""",,,,,,,,,
"MOD:00514	N	511.48	""modification from UniMod N-linked glycosylation"," dHex Hex HexNAc""",,,,,,,,,
"MOD:00236	N	541.30	""A protein modification that effectively converts an L-asparagine residue to N4-(ADP-ribosyl)-L-asparagine.""",,,,,,,,,,
"MOD:00515	N	552.53	""modification from UniMod N-linked glycosylation"," dHex HexNAc(2)""",,,,,,,,,
"MOD:00516	N	568.53	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:01354	N	657.60	""A protein modification that effectively replaces an N4 hydrogen atom of an asparagine residue with a carbohydrate-like group composed of Hex1HexNAc1NeuAc1 linked through a glycosidic bond.""",,,,,,,,,,
"MOD:00518	N	698.67	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:00519	N	700.64	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:00520	N	714.67	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:00521	N	730.67	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:00522	N	821.73	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:00523	N	846.79	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:00524	N	860.81	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:00525	N	862.79	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:00526	N	876.81	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:00527	N	892.81	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:01207	N	947.85	""A protein modification that effectively replaces an N4 hydrogen atom of an asparagine residue with a carbohydrate-like group composed of Hex1HexNAc1NeuAc2 linked through a glycosidic bond.""",,,,,,,,,,
"MOD:00529	N	972.79	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:00506	N	1217.09	""modification from UniMod N-linked glycosylation"," Hex(5) HexNAc(2)""",,,,,,,,,
"MOD:00762	N	1299.20	""modification from UniMod N-linked glycosylation - missing ref""",,,,,,,,,,
"MOD:00623	N	1443.33	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:00763	N	1461.34	""modification from UniMod N-linked glycosylation - missing ref""",,,,,,,,,,
"MOD:00759	N	1607.48	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:00760	N	1623.48	""modification from UniMod N-linked glycosylation - missing ref""",,,,,,,,,,
"MOD:01162	N	1769.62	""modification from UniMod N-linked glycosylation""",,,,,,,,,,
"MOD:01645	P	-97.12	""A protein modification that effectively removes or replaces an L-proline.""",,,,,,,,,,
"MOD:00477	P	-13.02	""A protein modification that effectively converts", by oxidative decarboxylation," an L-proline residue to 2-pyrrolidone with breakage of the peptide chain.""",,,,,,,,
"MOD:01009	P	-2.02	""modification from DeltaMass""",,,,,,,,,,
"MOD:00104	P	-0.98	""A protein modification that effectively converts an L-proline residue to L-proline amide.""",,,,,,,,,,
"MOD:00888	P	1.01	""A protein modification that effectively converts an L-proline to an L-prolinium (protonated L-proline).""",,,,,,,,,,
"MOD:01297	P	5.02	""A protein modification that effectively converts an L-proline residue to 5x(13)C labeled L-proline.""",,,,,,,,,,
"MOD:01810	P	6.01	""A protein modification that effectively converts an L-proline residue to 5x(13)C","1x(15)N labeled L-proline.""",,,,,,,,,
"MOD:00571	P	13.98	""A modification that effectively oxygenates C5 of an L-proline residue to form a 2-pyrrolidone-5-carboxylic acid"," pyroglutamic acid.""",,,,,,,,,
"MOD:00830	P	14.03	""A protein modification that effectively converts an L-proline residue to an N-methyl-L-proline.""",,,,,,,,,,
"MOD:01417	P	14.03	""A protein modification that effectively converts an L-proline residue to a monomethylated proline.""",,,,,,,,,,
"MOD:00038	P	16.00	""A protein modification that effectively converts an L-proline residue to 3-hydroxy-L-proline.""",,,,,,,,,,
"MOD:00039	P	16.00	""A protein modification that effectively converts an L-proline residue to 4-hydroxy-L-proline""",,,,,,,,,,
"MOD:00478	P	16.00	""A protein modification that effectively converts an L-proline residue to L-glutamyl semialdehyde.""",,,,,,,,,,
"MOD:01024	P	16.00	""A protein modification that effectively converts an L-proline residue to one of several monohydroxylated proline residues"," including 3-hydroxy-L-proline and 4-hydroxy-L-proline.""",,,,,,,,,
"MOD:01957	P	16.00	""A protein modification that effectively converts an L-proline residue to 2-hydroxyproline.""",,,,,,,,,,
"MOD:00389	P	28.01	""A protein modification that effectively converts an L-proline residue to N-formyl-L-proline.""",,,,,,,,,,
"MOD:00075	P	29.06	""A protein modification that effectively converts an L-proline residue to N","N-dimethyl-L-proline.""",,,,,,,,,
"MOD:01396	P	30.03	""A protein modification that effectively converts an L-proline residue to a 5-hydroxy-3-methyl-L-proline.""",,,,,,,,,,
"MOD:00287	P	32.00	""A protein modification that effectively converts an L-proline residue to a (2S",3R,4S)-3,"4-dihydroxyproline.""",,,,,,,
"MOD:00866	P	32.00	""A protein modification that effectively converts an L-proline residue to one of several dihydroxylated proline residues", such as (2S,3R,4R)-3,4-dihydroxyproline or (2S,3R,4S)-3,"4-dihydroxyproline.""",,,
"MOD:01402	P	32.00	""A protein modification that effectively converts an L-proline residue to a (2S",3R,4R)-3,"4-dihydroxyproline.""",,,,,,,
"MOD:00059	P	42.04	""A protein modification that effectively converts an L-proline residue to N-acetyl-L-proline.""",,,,,,,,,,
"MOD:00217	P	148.11	""A protein modification that effectively converts an L-proline residue to O4-arabinosyl-L-hydroxyproline.""",,,,,,,,,,
"MOD:00757	P	178.14	""A protein modification that effectively converts an L-proline residue to O4-galactosyl-L-hydroxyproline.""",,,,,,,,,,
"MOD:01082	P	178.14	""modification from DeltaMass""",,,,,,,,,,
"MOD:01454	P	179.09	""A protein modification that effectively crosslinks an N-terminal L-proline residue and a strand of DNA at the C-1 of a ribose", freeing the nucleotide base and forming N-(DNA-1&apos;,"2&apos;-dideoxyribos-1&apos;-ylidene)-L-prolinium.""",,,,,,,,
"MOD:00758	P	219.19	""A protein modification that effectively converts an L-proline residue to O4-(N-acetylamino)glucosyl-L-hydroxyproline.""",,,,,,,,,,
"MOD:01677	P	219.19	""A protein modification that effectively converts an L-proline residue to O4-(N-acetylamino)hexosyl-L-hydroxyproline.""",,,,,,,,,,
"MOD:00574	P	258.34	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01265	P	362.38	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:00487	P	369.48	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:00486	P	371.50	""modification from UniMod Chemical derivative""",,,,,,,,,,
"MOD:01367	P	421.43	""modification from UniMod Chemical derivative -""",,,,,,,,,,
"MOD:01637	Q	-128.13	""A protein modification that effectively removes or replaces an L-glutamine.""",,,,,,,,,,
"MOD:00308	Q	-18.02	""A protein modification that effectively cyclizes an L-glutamine residue to form a carboxyl-terminal L-glutamimide.""",,,,,,,,,,
"MOD:00040	Q	-17.03	""A protein modification that effectively converts an L-glutamine residue to 2-pyrrolidone-5-carboxylic acid.""",,,,,,,,,,
"MOD:00095	Q	-0.98	""A protein modification that effectively converts an L-glutamine residue to L-glutamine amide.""",,,,,,,,,,
"MOD:00685	Q	0.98	""A protein modification that effectively converts an L-glutamine residue to L-glutamic acid.""",,,,,,,,,,
"MOD:00791	Q	2.99	""A protein modification that effectively converts an L-glutamine residue to L-glutamic acid with one (18)O.""",,,,,,,,,,
"MOD:00080	Q	14.03	""A protein modification that effectively converts an L-glutamine residue to N5-methyl-L-glutamine.""",,,,,,,,,,
"MOD:00278	Q	14.03	""A protein modification that effectively converts an L-glutamine residue to 2-methyl-L-glutamine.""",,,,,,,,,,
"MOD:00722	Q	14.03	""A protein modification that effectively replaces one hydrogen atom of an L-glutamine residue with one methyl group.""",,,,,,,,,,
"MOD:00657	Q	15.01	""A protein modification that effectively converts an L-glutamine residue to L-glutamate 5-methyl ester.""",,,,,,,,,,
"MOD:00054	Q	42.04	""A protein modification that effectively converts an L-glutamine residue to N-acetyl-L-glutamine.""",,,,,,,,,,
